Symbol	Description
S32KOE.AX	South32 Limited
S32KOF.AX	South32 Limited
S32KOP.AX	South32 Limited
S32KOS.AX	South32 Limited
S32KOT.AX	South32 Limited
S32KOV.AX	South32 Limited
S32QOA.AX	South32 Limited
SAI.AX	SAI Global Ltd
SAM.AX	Siv Asset Management Limited
SAN.AX	Sagalio Energy Limited
SAO.AX	Sino Australia Oil & Gas Limited
SAOO.AX	Sino Australia Oil & Gas Limited
SAR.AX	Saracen Mineral Holdings Ltd
SAU.AX	Southern Gold Ltd
SAY.AX	South American Iron & Steel Corporation Ltd
SBB.AX	Sunbridge Group Limited
SBI.AX	Sterling Biofuels International Ltd
SBKHB.AX	Suncorp-metway Limited .
SBM.AX	St Barbara Mines Ltd
SBR.AX	Sabre Resources Ltd
SBU.AX	Siburan Resources Limited
SBUO.AX	Siburan Resources Limited
SCG.AX	Scentre Group
SCGKOA.AX	Scentre Group
SCGKOB.AX	Scentre Group
SCGKOP.AX	Scentre Group
SCGKOR.AX	Scentre Group
SCI.AX	Silver City Minerals Limited
SCP.AX	Shopping Centres Australasia Property Group
SCPKOA.AX	Shopping Centres Australasia Property Group
SCPKOC.AX	Shopping Centres Australasia Property Group
SCPKOD.AX	Shopping Centres Australasia Property Group
SCPKOQ.AX	Shopping Centres Australasia Property Group
SCU.AX	Stemcell United Limited
SCW.AX	Scentre Group Trust 1
SDA.AX	Speedcast International Limited
SDF.AX	Steadfast Group Limited
SDG.AX	Sunland Group Ltd
SDI.AX	SDI Ltd
SDL.AX	Sundance Resources Ltd
SDLR.AX	Sundance Resources Limited
SDM.AX	Sedgman Ltd
SEA.AX	Sundance Energy Australia Ltd
SEG.AX	Segue Resources Ltd
SEH.AX	Sino Gas & Energy Holdings Limited
SEK.AX	Seek Ltd
SEKKOC.AX	Seek Limited
SEKKOD.AX	Seek Limited
SEKKOP.AX	Seek Limited
SEKKOQ.AX	Seek Limited
SEKKOR.AX	Seek Limited
SEKQOA.AX	Seek Limited
SEN.AX	Senetas Corporation Ltd
SEQ.AX	Southern Equity Holdings
SER.AX	Strategic Energy Resources Ltd
SES.AX	Solar Energy Systems
SFC.AX	Schaffer Corporation Ltd
SFG.AX	St Francis Group Ltd
SFH.AX	Specialty Fashion Group Ltd
SFI.AX	Spookfish Limited
SFL.AX	Spring Fg Limited
SFN.AX	Stanfield Funds Management Limited
SFR.AX	Sandfire Resources NL
SFRKOJ.AX	Sandfire Resources Nl
SFRKOL.AX	Sandfire Resources Nl
SFRKOR.AX	Sandfire Resources Nl
SFRKOS.AX	Sandfire Resources Nl
SFRKOT.AX	Sandfire Resources Nl
SFRKOV.AX	Sandfire Resources Nl
SFRQOA.AX	Sandfire Resources Nl
SFX.AX	Sheffield Resources Limited
SFY.AX	StreetTracks S&P/ASX 50 Fund
SGC.AX	Sydney Gas Company Nl
SGF.AX	Sg Fleet Group Limited
SGH.AX	Slater & Gordon Ltd
SGHKOP.AX	Slater & Gordon Limited
SGHKOQ.AX	Slater & Gordon Limited
SGM.AX	Sims Group Ltd
SGMKOA.AX	Sims Metal Management Limited
SGMKOB.AX	Sims Metal Management Limited
SGMKOC.AX	Sims Metal Management Limited
SGMKOD.AX	Sims Metal Management Limited
SGMKOQ.AX	Sims Metal Management Limited
SGMKOR.AX	Sims Metal Management Limited
SGMKOS.AX	Sims Metal Management Limited
SGMKOT.AX	Sims Metal Management Limited
SGN.AX	STW Communications Group Ltd
SGO.AX	Stream Group Limited
SGP.AX	Stockland
SGPKOB.AX	Stockland
SGPKOC.AX	Stockland
SGPKOF.AX	Stockland
SGPKOP.AX	Stockland
SGPKOR.AX	Stockland
SGPKOS.AX	Stockland
SGQ.AX	St George Mining Limited
SGQOA.AX	St George Mining Limited
SGR.AX	The Star Entertainment Group Limited
SGRKOE.AX	The Star Entertainment Group Limited
SGRKOG.AX	The Star Entertainment Group Limited
SGRKOH.AX	The Star Entertainment Group Limited
SGRKOP.AX	The Star Entertainment Group Limited
SGRKOQ.AX	The Star Entertainment Group Limited
SGRKOR.AX	The Star Entertainment Group Limited
SGU.AX	Success Resources Global Ltd
SGZ.AX	Scotgold Resources Ltd
SHH.AX	Shree Minerals Limited
SHJ.AX	Shine Corporate Ltd
SHK.AX	Stone Resources Australia Limited
SHL.AX	Sonic Healthcare Ltd
SHLKOA.AX	Sonic Healthcare Limited
SHLKOB.AX	Sonic Healthcare Limited
SHLKOP.AX	Sonic Healthcare Limited
SHLKOQ.AX	Sonic Healthcare Limited
SHM.AX	Shriro Holdings Limited
SHP.AX	Shoply Limited
SHU.AX	Shenhua International Limited
SHV.AX	Select Harvests Ltd
SIE.AX	SciGen Ltd (Singapore)
SIH.AX	Sihayo Gold Limited
SIO.AX	Simonds Group Limited
SIP.AX	Sigma Pharmaceuticals Ltd
SIPKOA.AX	Sigma Pharmaceuticals Limited
SIPKOC.AX	Sigma Pharmaceuticals Limited
SIPKOP.AX	Sigma Pharmaceuticals Limited
SIQ.AX	Smartgroup Corporation Ltd
SIT.AX	SIT
SIV.AX	Silver Chef Ltd
SIX.AX	Sprintex Limited
SKB.AX	Skydive The Beach Group Limited
SKC.AX	Sky City Entertainment Group Ltd
SKF.AX	Skyfii Ltd
SKI.AX	Spark Infrastructure Group
SKIKOA.AX	Spark Infrastructure Group
SKIKOB.AX	Spark Infrastructure Group
SKIKOP.AX	Spark Infrastructure Group
SKS.AX	Stokes (Australasia) Ltd
SKSG.AX	Stokes Limited
SKT.AX	Sky Network Television Ltd
SLC.AX	Softlaw Corporation Ltd
SLE.AX	Sino-excel Energy Limited
SLF.AX	StreetTracks 200 Listed Proprty Fund
SLK.AX	Sealink Travel Group Limited
SLM.AX	Salmat Ltd
SLR.AX	Silver Lake Resources Ltd
SLX.AX	Silex Systems Ltd
SMA.AX	SmartTrans Holdings Ltd
SMC.AX	Strategic Minerals Corporation NL
SMD.AX	Syndicated Metals Ltd
SMI.AX	Santana Minerals Limited
SMM.AX	Summit Resources Ltd
SMN.AX	Structural Monitoring Systems Plc
SMP.AX	Smartpay Holdings Limited
SMR.AX	Stanmore Coal Limited
SMX.AX	SMS Management & Technology Ltd
SNC.AX	Sandon Capital Investments Limited
SND.AX	Saunders International Ltd
SNL.AX	Supply Network Ltd
SNR.AX	Synergy Plus Limited
SNV.AX	Sinovus Mining Ltd
SNY.AX	Sunbird Energy Limited
SNZ.AX	Summerset Group Holdings Limited
SO4.AX	Salt Lake Potash Limited
SOC.AX	Sovereign Gold Company Limited
SOI.AX	Soil Sub Technologies Ltd
SOL.AX	Washington H Soul Pattison & Co Ltd
SOM.AX	SomnoMed Ltd
SOP.AX	Sml Corporation Limited
SOR.AX	Strategic Elements Limited
SPB.AX	South Pacific Resources Limited
SPFKOA.AX	S&p 500 Emini Futures
SPFKOB.AX	S&p 500 Emini Futures
SPFKOE.AX	S&p 500 Emini Futures
SPFKOG.AX	S&p 500 Emini Futures
SPFKOH.AX	S&p 500 Emini Futures
SPFKOJ.AX	SPFKOJ
SPFKOP.AX	S&p 500 Emini Futures
SPFKOQ.AX	S&p 500 Emini Futures
SPFKOR.AX	S&p 500 Emini Futures
SPFKOS.AX	S&p 500 Emini Futures
SPFKOT.AX	S&p 500 Emini Futures
SPFKOU.AX	S&p 500 Emini Futures
SPFKOV.AX	S&p 500 Emini Futures
SPFKOW.AX	S&p 500 Emini Futures
SPFKOX.AX	S&p 500 Emini Futures
SPFQOA.AX	SPFQOA
SPFQOS.AX	SPFQOS
SPH.AX	Sphere Investments Ltd
SPI.AX	Spitfire Resources Ltd
SPIOA.AX	Spitfire Resources Limited
SPK.AX	Spark New Zealand Limited
SPL.AX	Starpharma Holdings Ltd
SPO.AX	Spotless Group Holdings Limited
SPOKOA.AX	Spotless Group Holdings Limited
SPOKOF.AX	Spotless Group Holdings Limited
SPQ.AX	Superior Resources Ltd
SPX.AX	Spinifex Gold Nl
SPY.AX	SPY
SPZ.AX	Smart Parking Limited
SRF.AX	Surfstitch Group Limited
SRH.AX	Saferoads Holdings Ltd
SRI.AX	Sipa Resources Ltd
SRK.AX	Strike Resources Ltd
SRO.AX	Shareroot Ltd
SROO.AX	Shareroot Ltd
SRR.AX	Shaw River Resources Ltd
SRS.AX	Spicers Limited
SRT.AX	Startrack Communications
SRTO.AX	Star Striker Limited
SRTOA.AX	Star Striker Limited
SRV.AX	Servcorp Ltd
SRX.AX	Sirtex Medical Ltd
SRXKOA.AX	Sirtex Medical Limited
SRXKOE.AX	Sirtex Medical Limited
SRXKOG.AX	Sirtex Medical Limited
SRY.AX	Story-i Limited
SRZ.AX	Stellar Resources Ltd
SSL.AX	Sietel Ltd
SSLPA.AX	Sietel PA
SSM.AX	Service Stream Ltd
SSN.AX	Samson Oil & Gas NL
SSNOA.AX	Samson Oil & Gas Limited
SSO.AX	Spdr S&p/asx Small Ordinaries Fund
SST.AX	Steamships Trading Company Ltd (PNG)
STA.AX	Strandline Resources Limited
STL.AX	Syntech Group
STO.AX	Santos Ltd
STOKOA.AX	Santos Limited
STOKOB.AX	Santos Limited
STOKOC.AX	Santos Limited
STOKOE.AX	Santos Limited
STOKOR.AX	Santos Limited
STOKOU.AX	Santos Limited
STOKOW.AX	Santos Limited
STOKOX.AX	Santos Limited
STS.AX	Structural Systems Ltd
STW.AX	StreetTracks S&P/ASX 200 Fund
STX.AX	Strike Oil Ltd
SUD.AX	Suda Ltd
SUH.AX	Southern Hemisphere Mining Limited
SUL.AX	Super Cheap Auto Group Ltd
SULKOA.AX	Super Retail Group Limited
SULKOC.AX	Super Retail Group Limited
SULKOP.AX	Super Retail Group Limited
SULKOR.AX	Super Retail Group Limited
SUM.AX	Sumatra Copper & Gold Plc
SUN.AX	Suncorp-Metway Ltd
SUNKOB.AX	Suncorp Group Limited
SUNKOC.AX	Suncorp Group Limited
SUNKOF.AX	Suncorp Group Limited
SUNKOP.AX	Suncorp Group Limited
SUNKOQ.AX	Suncorp Group Limited
SUNKOR.AX	Suncorp Group Limited
SUNPC.AX	Suncorp Group Limited
SUNPD.AX	Suncorp Group Limited
SUNPE.AX	Suncorp Group Limited
SUR.AX	Sun Resources NL
SURO.AX	Sun Resources Nl
SVA.AX	Simavita Limited
SVL.AX	Silver Mines Ltd
SVLO.AX	Silver Mines Limited
SVM.AX	Sovereign Metals Ltd
SVS.AX	Sunvest Corporation Ltd
SVW.AX	Seven Group Holdings Limited
SVWPA.AX	Seven Group Holdings Limited
SVY.AX	Stavely Minerals Limited
SVYO.AX	Stavely Minerals Limited
SWE.AX	Swala Energy Limited
SWJ.AX	Stonewall Resources Limited
SWK.AX	Swick Mining Services Ltd
SWL.AX	Seymour Whyte Limited
SWM.AX	Seven West Media Limited
SWMKOA.AX	Seven West Media Limited
SWMKOF.AX	Seven West Media Limited
SWMKOP.AX	Seven West Media Limited
SWMKOR.AX	Seven West Media Limited
SWMKOS.AX	Seven West Media Limited
SWMKOT.AX	Seven West Media Limited
SWR.AX	Southern Crown Resources Limited
SXA.AX	Strata-x Energy Limited
SXAO.AX	Strata-x Energy Limited
SXE.AX	Southern Cross Electrical Engineering Ltd
SXI.AX	South East Asia Resources Limited
SXL.AX	Southern Cross Media Group
SXS.AX	Solimar Energy Limited.
SXX.AX	Southern Cross Exploration NL
SXY.AX	Senex Energy Limited
SXYKOP.AX	Senex Energy Limited
SXYKOQ.AX	Senex Energy Limited
SXYKOS.AX	Senex Energy Limited
SYA.AX	Sayona Mining Limited
SYAO.AX	Sayona Mining Limited
SYD.AX	Sydney Airport
SYDKOA.AX	Sydney Airport
SYDKOD.AX	Sydney Airport
SYDKOE.AX	Sydney Airport
SYDKOP.AX	Sydney Airport
SYDKOQ.AX	Sydney Airport
SYI.AX	Spdr Msci Australia Select High Dividend Yield Fund
SYR.AX	Syrah Resources Ltd
SYS.AX	Syngas Ltd
SZG.AX	Subzero Group Limited
TAG.AX	Tag Pacific Ltd
TAGO.AX	Tag Pacific Limited
TAH.AX	Tabcorp Holdings Ltd
TAHHB.AX	Tabcorp Holdings Limited
TAHKOA.AX	Tabcorp Holdings Limited
TAHKOD.AX	Tabcorp Holdings Limited
TAHKOP.AX	Tabcorp Holdings Limited
TAHKOQ.AX	Tabcorp Holdings Limited
TAHKOT.AX	Tabcorp Holdings Limited
TAM.AX	Tanami Gold NL
TAP.AX	Tap Oil Ltd
TAR.AX	Taruga Gold Limited
TAS.AX	Tasman Resources NL
TASO.AX	TASO
TAU.AX	Trustees Australia Limited
TAW.AX	Tawana Resources NL
TBH.AX	Topbetta Holdings Limited
TBR.AX	Tribune Resources NL
TCH.AX	Touchcorp Limited
TCL.AX	Transurban Group
TCLKOB.AX	Transurban Group
TCLKOD.AX	Transurban Group
TCLKOQ.AX	Transurban Group
TCLKOT.AX	Transurban Group
TCN.AX	Techniche Ltd
TCO.AX	Transmetro Corporation Ltd
TDL.AX	Tbg Diagnostics Limited
TDO.AX	3D Oil Ltd
TDX.AX	TDX
TEG.AX	Triangle Energy (global) Limited
TEN.AX	Ten Network Holdings Ltd
TER.AX	Terrain Australia Ltd
TEX.AX	Target Energy Ltd
TEXO.AX	Target Energy Ltd
TFC.AX	TFS Corporation Ltd
TFG.AX	Total Face Group Limited
TFL.AX	Tasfoods Limited
TGA.AX	Thorn Group Limited
TGG.AX	Templeton Global Growth Fund Ltd
TGN.AX	Tungsten Mining Nl
TGP.AX	Trafalgar Corporate Group
TGR.AX	Tassal Group Ltd
TGS.AX	Tiger Resources Ltd
TGZ.AX	Teranga Gold Corporation
THO.AX	Thomas & Coffey Ltd
THR.AX	Thor Mining Plc
THX.AX	Thundelarra Explrn Ltd (Canada CUFS)
TIG.AX	Tigers Realm Coal Limited
TIS.AX	Tissue Therapies Ltd
TIX.AX	360 Capital Industrial Fund
TKG.AX	Takoradi Ltd
TKL.AX	Traka Resources Ltd
TLG.AX	Talga Gold Limited
TLM.AX	Talisman Mining Ltd
TLS.AX	Telstra Corporation Ltd
TLSKOB.AX	Telstra Corporation Limited.
TLSKOD.AX	Telstra Corporation Limited.
TLSKOE.AX	Telstra Corporation Limited.
TLSKOF.AX	Telstra Corporation Limited.
TLSKOG.AX	Telstra Corporation Limited.
TLSKOJ.AX	Telstra Corporation Limited.
TLSKOK.AX	Telstra Corporation Limited.
TLSKOL.AX	Telstra Corporation Limited.
TLSKOP.AX	Telstra Corporation Limited.
TLSKOQ.AX	Telstra Corporation Limited.
TLSKOR.AX	Telstra Corporation Limited.
TLSKOS.AX	Telstra Corporation Limited.
TLSKOT.AX	Telstra Corporation Limited.
TLSKOY.AX	Telstra Corporation Limited.
TLSKOZ.AX	Telstra Corporation Limited.
TLSLOA.AX	Telstra Corporation Limited.
TLSLOB.AX	Telstra Corporation Limited.
TLSLOC.AX	Telstra Corporation Limited.
TLSLOD.AX	Telstra Corporation Limited.
TLSLOF.AX	Telstra Corporation Limited.
TLSLOJ.AX	Telstra Corporation Limited.
TLSLOQ.AX	Telstra Corporation Limited.
TLSLOR.AX	Telstra Corporation Limited.
TLSLOS.AX	Telstra Corporation Limited.
TLSLOT.AX	Telstra Corporation Limited.
TLSLOU.AX	Telstra Corporation Limited.
TLSLOV.AX	Telstra Corporation Limited.
TLSQOQ.AX	Telstra Corporation Limited.
TME.AX	Trade Me Group Limited
TMK.AX	Tamaska Oil And Gas Ltd
TML.AX	Timah Resources Limited
TMM.AX	Tasmania Mines Ltd
TMP.AX	Tech Mpire Limited
TMX.AX	Terrain Minerals Ltd
TMZ.AX	Thomson Resources Limited
TND.AX	Top End Minerals Limited
TNE.AX	Technology One Ltd
TNG.AX	Tennant Creek Gold Ltd
TNK.AX	Think Childcare And Education Limited
TNP.AX	Tango Petroleum Limited
TNR.AX	Torian Resources Nl
TNT.AX	Tesserent Limited
TOE.AX	Toro Energy Ltd
TOF.AX	360 Capital Office Fund
TOM.AX	Tomizone Ltd
TOMO.AX	Tomizone Limited
TON.AX	Triton Gold Limited
TONOA.AX	Triton Minerals Ltd
TOP.AX	Thorney Opportunities Ltd
TOT.AX	360 Capital Total Return Fund
TOU.AX	Tlou Energy Limited
TOX.AX	Tox Free Solutions Ltd
TPC.AX	Tel Pacific Ltd
TPD.AX	Talon Petroleum Limited
TPE.AX	Tpi Enterprises Limited
TPI.AX	Transpacific Industries Group Ltd
TPIKOB.AX	Transpacific Industries Group Ltd
TPIKOC.AX	Transpacific Industries Group Ltd
TPIKOP.AX	Transpacific Industries Group Ltd
TPIKOQ.AX	Transpacific Industries Group Ltd
TPM.AX	Tpg Telecom Limited
TPMKOA.AX	Tpg Telecom Limited
TPMKOB.AX	Tpg Telecom Limited
TPO.AX	Tian Poh Resources Limited
TPP.AX	Tempo Australia Ltd
TPR.AX	Timpetra Resources Limited
TPS.AX	Threat Protect Australia Limited
TPW.AX	Temple & Webster Group Ltd
TRL.AX	Tanga Resources Limited
TRLOA.AX	Tanga Resources Limited
TRM.AX	Truscott Mining Corporation Ltd
TRS.AX	Reject Shop Ltd (The)
TRSKOD.AX	The Reject Shop Limited
TRSKOP.AX	The Reject Shop Limited
TRSKOQ.AX	The Reject Shop Limited
TRY.AX	Troy Resources NL
TSM.AX	Thinksmart Ltd
TSN.AX	TSN
TSV.AX	Transerv Australia Ltd
TTA.AX	TTA Holdings Ltd
TTC.AX	Traditional Therapy Clinics Limited
TTE.AX	Titan Energy Ltd
TTI.AX	Traffic Technologies Ltd
TTN.AX	Titan Energy Services Limited
TTS.AX	Tattersalls Ltd
TTSHA.AX	Tatts Group Limited
TTSKOB.AX	Tatts Group Limited
TTSKOC.AX	Tatts Group Limited
TTSKOD.AX	Tatts Group Limited
TTSKOQ.AX	Tatts Group Limited
TTSKOR.AX	Tatts Group Limited
TTW.AX	Toptung Ltd
TUP.AX	Ttg Mobile Coupon Services Limited
TV2.AX	Tv2u International Limited
TWD.AX	Tamawood Ltd
TWE.AX	Treasury Wine Estates Limited
TWEKOE.AX	Treasury Wine Estates Limited
TWEKOF.AX	Treasury Wine Estates Limited
TWEKOP.AX	Treasury Wine Estates Limited
TWEKOQ.AX	Treasury Wine Estates Limited
TWH.AX	Tw Holdings Limited
TWR.AX	Tower Ltd
TYK.AX	Tychean Resources Ltd
TYX.AX	Tyranna Resources Limited
TYXO.AX	Tyranna Resources Limited
TZL.AX	TZ Ltd
TZN.AX	Terramin Australia Ltd
UBA.AX	UBA
UBE.AX	UBE
UBI.AX	Universal Biosensors Ltd
UBJ.AX	UBJ
UBN.AX	Urbanise.com Limited
UBP.AX	UBP
UBU.AX	UBU
UBW.AX	UBW
UCM.AX	USCOM Ltd
UEQ.AX	Uranium Equities Ltd
UGL.AX	United Group Ltd
UGLKOD.AX	Ugl Limited
UGLKOR.AX	Ugl Limited
UIL.AX	Uil Energy Ltd
UML.AX	Unity Mining Limited
UNS.AX	Unilife Corporation
UNV.AX	Universal Coal Plc
UOS.AX	United Overseas Australia Ltd
UPD.AX	Updater Inc
UPG.AX	Unity Pacific Group
URF.AX	Us Masters Residential Property Fund
URFHA.AX	Us Masters Residential Property Fund
URFHB.AX	Us Masters Residential Property Fund
URI.AX	Uranium Resources Inc
USA.AX	Uraniumsa Ltd
USD.AX	Betashares U.s. Dollar Etf
USF.AX	Us Select Private Opportunities Fund
USG.AX	Us Select Private Opportunities Fund Ii
USH.AX	US Masters Hldngs (Brit Virg nCHESS)
USR.AX	Us Residential Fund
USRO.AX	Us Residential Fund
UUL.AX	United Uranium Ltd
UXC.AX	UXC Ltd
VAE.AX	VAE
VAF.AX	VAF
VAH.AX	Virgin Australia Holdings Limited
VAN.AX	Vango Mining Limited
VAP.AX	Vanguard Australian Property Securities Index Etf
VAR.AX	Variscan Mines Limited
VARO.AX	Variscan Mines Limited
VAS.AX	VAS
VBS.AX	Vectus Biosystems Limited
VCF.AX	VCF
VCX.AX	Vicinity Centres
VCXKOA.AX	Vicinity Centres
VCXKOB.AX	Vicinity Centres
VEC.AX	Vector Capital Ltd
VED.AX	Veda Group Limited
VELCP.AX	Vealls CP
VELPA.AX	Vealls PA
VEQ.AX	VEQ
VET.AX	Vocation Limited
VEU.AX	VEU
VGB.AX	Vanguard Australian Government Bond Index Etf
VGE.AX	VGE
VGL.AX	Volante Group Ltd
VGS.AX	VGS
VHY.AX	Vanguard Australian Shares High Yield Etf
VIA.AX	ViaGold Capital Ltd
VIC.AX	Victory Mines Limited
VIE.AX	Viento Group Ltd
VIF.AX	VIF
VIG.AX	Victor Group Holdings Limited
VII.AX	Vietnam Industrial Investments Ltd
VIP.AX	Voltage IP Ltd
VIT.AX	Vital Capital
VKA.AX	Viking Ashanti Limited
VLA.AX	Viralytices Ltd
VLC.AX	Vanguard Msci Australian Large Companies Index Etf
VLW.AX	Villa World Group
VMC.AX	Venus Metals Corporation Limited
VMCO.AX	Venus Metals Corporation Limited
VMG.AX	VDM Group Ltd
VML.AX	Vital Metals Ltd
VMS.AX	Venture Minerals Ltd
VMT.AX	Vmoto Ltd
VMX.AX	Valmec Limited
VMXO.AX	Valmec Limited
VMY.AX	Vimy Resources Limited
VOC.AX	Vocus Communications Limited
VOCN.AX	Vocus Communications Limited
VPC.AX	Velpic Limited
VRL.AX	Village Roadshow Ltd
VRT.AX	Virtus Health Limited
VRTKOB.AX	Virtus Health Limited
VRTKOD.AX	Virtus Health Limited
VRTKOP.AX	Virtus Health Limited
VRTKOQ.AX	Virtus Health Limited
VRTKOR.AX	Virtus Health Limited
VRX.AX	Ventnor Resources Ltd
VSC.AX	Vita Life Sciences Ltd
VSO.AX	Vanguard Msci Australian Small Companies Index Etf
VTG.AX	Vita Group Ltd
VTM.AX	Volta Mining Limited
VTMO.AX	Volta Mining Limited
VTS.AX	VTS
VTX.AX	Vortex Pipes Ltd
VXL.AX	Valence Industries Limited
VXLO.AX	Valence Industries Limited
VXR.AX	
WAA.AX	Wam Active Ltd
WAC.AX	Wild Acre Metals Limited
WAF.AX	West African Resources Limited
WAL.AX	Wavenet International Ltd
WAM.AX	WAM Capital Ltd
WAT.AX	Waterco Ltd
WAX.AX	WAX
WBA.AX	Webster Ltd
WBAPA.AX	Webster PA
WBC.AX	Westpac Banking Corporation
WBCHA.AX	Westpac Banking Corporation
WBCHB.AX	Westpac Banking Corporation
WBCKOA.AX	Westpac Banking Corporation
WBCKOB.AX	Westpac Banking Corporation
WBCKOE.AX	Westpac Banking Corporation
WBCKOF.AX	Westpac Banking Corporation
WBCKOH.AX	Westpac Banking Corporation
WBCKOI.AX	Westpac Banking Corporation
WBCKOL.AX	Westpac Banking Corporation
WBCKOR.AX	Westpac Banking Corporation
WBCKOS.AX	Westpac Banking Corporation
WBCKOT.AX	Westpac Banking Corporation
WBCKOV.AX	Westpac Banking Corporation
WBCKOW.AX	Westpac Banking Corporation
WBCKOY.AX	Westpac Banking Corporation
WBCLOA.AX	Westpac Banking Corporation
WBCLOB.AX	Westpac Banking Corporation
WBCLOC.AX	Westpac Banking Corporation
WBCLOG.AX	Westpac Banking Corporation
WBCLOI.AX	Westpac Banking Corporation
WBCLOJ.AX	Westpac Banking Corporation
WBCLOQ.AX	Westpac Banking Corporation
WBCLOR.AX	Westpac Banking Corporation
WBCLOT.AX	Westpac Banking Corporation
WBCLOU.AX	Westpac Banking Corporation
WBCLOV.AX	Westpac Banking Corporation
WBCMOB.AX	Westpac Banking Corporation
WBCMOC.AX	Westpac Banking Corporation
WBCMOP.AX	Westpac Banking Corporation
WBCPC.AX	Westpac Banking Corporation
WBCPD.AX	Westpac Banking Corporation
WBCPE.AX	Westpac Banking Corporation
WBCPF.AX	Westpac Banking Corporation
WBCQOA.AX	Westpac Banking Corporation
WBCQOB.AX	Westpac Banking Corporation
WBCQOF.AX	Westpac Banking Corporation
WBCQOT.AX	Westpac Banking Corporation
WBCQOV.AX	Westpac Banking Corporation
WCB.AX	Warrnambool Cheese & Butter Holdings
WCC.AX	The Waterberg Coal Company Limited
WCN.AX	White Cliff Nickel Ltd
WCNOA.AX	White Cliff Minerals Limited
WCP.AX	WCP Diversified Investments Ltd
WCTPA.AX	WCT
WDC.AX	Westfield Group
WDE.AX	Wealth Defender Equities Limited
WDEO.AX	Wealth Defender Equities Limited
WDS.AX	Walter Diversified Services Ltd
WEB.AX	Webjet Ltd
WEC.AX	White Energy Company Ltd
WEL.AX	Winchester Energy Ltd
WEMG.AX	WEMG
WES.AX	Wesfarmers Ltd
WESKOB.AX	Wesfarmers Limited
WESKOC.AX	Wesfarmers Limited
WESKOD.AX	Wesfarmers Limited
WESKOH.AX	Wesfarmers Limited
WESKOQ.AX	Wesfarmers Limited
WESKOR.AX	Wesfarmers Limited
WESKOT.AX	Wesfarmers Limited
WESKOV.AX	Wesfarmers Limited
WESKOW.AX	Wesfarmers Limited
WESKOX.AX	Wesfarmers Limited
WESLOA.AX	Wesfarmers Limited
WESLOB.AX	Wesfarmers Limited
WESLOC.AX	Wesfarmers Limited
WESLOD.AX	Wesfarmers Limited
WESLOE.AX	Wesfarmers Limited
WESLOP.AX	Wesfarmers Limited
WESLOQ.AX	Wesfarmers Limited
WESLOR.AX	Wesfarmers Limited
WESLOT.AX	Wesfarmers Limited
WESLOV.AX	Wesfarmers Limited
WESQOB.AX	Wesfarmers Limited
WFA.AX	Westfield America Trust merger WDC
WFD.AX	Westfield Corporation
WFDKOA.AX	Westfield Corporation
WFDKOC.AX	Westfield Corporation
WFDKOE.AX	Westfield Corporation
WFDKOP.AX	Westfield Corporation
WFDKOQ.AX	Westfield Corporation
WFDKOS.AX	Westfield Corporation
WFDKOT.AX	Westfield Corporation
WFE.AX	Winmar Resources Limited
WGL.AX	Wangle Technologies Limited
WGO.AX	Waratah Gold Ltd
WHC.AX	Whitehaven Coal Ltd
WHCKOB.AX	Whitehaven Coal Limited
WHCKOE.AX	Whitehaven Coal Limited
WHCKOF.AX	Whitehaven Coal Limited
WHCKOQ.AX	Whitehaven Coal Limited
WHCKOR.AX	Whitehaven Coal Limited
WHCKOS.AX	Whitehaven Coal Limited
WHCKOT.AX	Whitehaven Coal Limited
WHF.AX	Whitefield Ltd
WHFPA.AX	Whitefield PA
WHFPB.AX	Whitefield Limited
WHN.AX	Wind Hydrogen Ltd
WHNO.AX	Whl Energy Limited
WHNOA.AX	Whl Energy Limited
WIC.AX	Westoz Investment Company Limited
WICOA.AX	Westoz Investment Company Limited
WIG.AX	Wilson HTM Investment Group Ltd
WIN.AX	Windward Resources Ltd
WKT.AX	Walkabout Resources Ltd
WLC.AX	Wollongong Coal Limited
WLD.AX	Wellard Limited
WLF.AX	Wolf Minerals Ltd
WLL.AX	Wellcom Group Ltd
WMC.AX	Wonhe Multimedia Commerce Ltd
WMK.AX	Watermark Market Neutral Fund Limited
WMN.AX	Western Manganese Limted
WNR.AX	Wingara Ag Ltd
WNS.AX	World.Net Services Ltd
WOF.AX	Wolf Petroleum Ltd
WOFOA.AX	Wolf Petroleum Ltd
WOR.AX	WorleyParsons Ltd
WORKOC.AX	Worleyparsons Limited
WORKOE.AX	Worleyparsons Limited
WORKOF.AX	Worleyparsons Limited
WORKOQ.AX	Worleyparsons Limited
WORKOR.AX	Worleyparsons Limited
WOW.AX	Woolworths Ltd
WOWHC.AX	Woolworths Limited
WOWKOC.AX	Woolworths Limited
WOWKOD.AX	Woolworths Limited
WOWKOE.AX	Woolworths Limited
WOWKOF.AX	Woolworths Limited
WOWKOI.AX	Woolworths Limited
WOWKOP.AX	Woolworths Limited
WOWKOT.AX	Woolworths Limited
WOWKOY.AX	Woolworths Limited
WPG.AX	Western Plains Gold Ltd
WPGO.AX	Wpg Resources Ltd
WPI.AX	West Peak Iron Limited
WPIOA.AX	West Peak Iron Limited
WPL.AX	Woodside Petroleum Ltd
WPLKOA.AX	Woodside Petroleum Limited
WPLKOC.AX	Woodside Petroleum Limited
WPLKOE.AX	Woodside Petroleum Limited
